1	377	1793
2	1794	17844
4	17845	45256
5	45257	55870
6	55871	68940
5	68941	76165
4	76166	77821
5	77822	115823
4	115824	167208
2	167209	307736
3	307737	311661
6	311662	346076
7	346077	415037
6	415038	428407
5	428408	451682
6	451683	456463
4	456464	456933
3	456934	529117
4	529118	554339
6	554340	569354
7	569355	623338
6	623339	646612
5	646613	696230
3	696231	702444
4	702445	733173
3	733174	742428
5	742429	744067
6	744068	755963
7	755964	758310
6	758311	769618
5	769619	789325
4	789326	799635
3	799636	902140
4	902141	903170
3	903171	988149
2	988150	1008566
1	1008567	1020713
2	1020714	1049927
1	1049928	1083804
2	1083805	1142955
3	1142956	1147822
2	1147823	1182377
3	1182378	1189182
4	1189183	1213472
5	1213473	1214135
6	1214136	1215178
5	1215179	1215505
4	1215506	1217418
5	1217419	1221792
4	1221793	1231946
3	1231947	1283804
2	1283805	1291955
3	1291956	1292955
2	1292956	1309734
1	1309735	1314391
2	1314392	1452628
3	1452629	1483130
4	1483131	1574408
5	1574409	1609515
5	1609516	1610046
6	1610047	1617777
7	1617778	1619477
8	1619478	1637357
7	1637358	1639309
8	1639310	1640648
7	1640649	1662462
6	1662463	1674039
5	1674040	1674334
4	1674335	1683585
3	1683586	1697635
2	1697636	1720122
1	1720123	1836882
2	1836883	1849257
1	1849258	2014197
1	2043376	2045792
1	2062347	2109692
2	2109693	2130120
3	2130121	2136825
4	2136826	2145625
5	2145626	2146221
4	2146222	2188916
5	2188917	2194649
4	2194650	2242268
3	2242269	2253747
2	2253748	2300052
1	2300053	2314236
1	2315869	2316934
3	2316935	2322890
4	2322891	2362948
3	2362949	2366113
4	2366114	2370108
3	2370109	2394115
6	2394116	2413981
7	2413982	2436574
8	2436575	2436745
9	2436746	2440253
6	2440254	2441928
7	2441929	2446449
8	2446450	2476247
9	2476248	2477116
10	2477117	2478654
11	2478655	2478864
10	2478865	2480087
8	2480088	2482322
7	2482323	2488308
6	2488309	2488352
5	2488353	2490250
4	2490251	2526430
3	2526431	2527930
2	2527931	2543483
1	2543484	2573418
2	2573419	2573766
3	2573767	2574505
4	2574506	2575494
5	2575495	2576191
4	2576192	2577600
5	2577601	2579129
6	2579130	2579757
5	2579758	2580948
4	2580949	2594340
5	2594341	2598915
4	2598916	2599199
3	2599200	2600427
4	2600428	2604292
3	2604293	2605366
4	2605367	2606128
3	2606129	2607836
4	2607837	2610166
5	2610167	2612534
4	2612535	2612674
5	2612675	2612976
6	2612977	2613498
5	2613499	2613788
6	2613789	2615741
5	2615742	2618696
4	2618697	2619134
3	2619135	2619295
2	2619296	2622863
1	2622864	2723446
1	2795967	2837347
1	3117044	3142452
2	3142453	3207805
3	3207806	3216519
2	3216520	3262922
3	3262923	3265008
4	3265009	3278797
5	3278798	3284281
6	3284282	3284831
5	3284832	3323675
4	3323676	3326059
3	3326060	3358002
4	3358003	3373232
3	3373233	3383351
4	3383352	3392375
5	3392376	3401599
6	3401600	3409386
5	3409387	3412873
4	3412874	3419128
3	3419129	3431123
4	3431124	3437262
5	3437263	3441177
4	3441178	3446730
3	3446731	3476985
4	3476986	3497720
3	3497721	3500492
2	3500493	3538712
1	3538713	3539056
1	3567200	3574900
2	3574901	3645395
1	3645396	3710698
1	3749765	3751121
1	4025643	4027278
1	4647597	4650889
1	5027130	5068704
1	5189627	5267543
2	5267544	5414366
1	5414367	5459264
1	5733711	5785938
2	5785939	5788849
1	5788850	5795528
2	5795529	5836207
1	5836208	5868137
1	5872056	6045643
1	6106679	6111937
2	6111938	6112801
3	6112802	6135456
2	6135457	6156159
1	6156160	6247064
1	6379059	6411973
2	6411974	6421413
4	6421414	6437920
3	6437921	6494761
2	6494762	6508455
3	6508456	6514590
2	6514591	6570176
1	6570177	6587989
1	6717817	6720270
1	6725208	7412583
1	7412584	7492153
2	7492154	7492400
3	7492401	7492404
4	7492405	7492620
5	7492621	7492653
6	7492654	7493365
5	7493366	7494001
4	7494002	7494049
5	7494050	7494113
4	7494114	7494270
3	7494271	7494352
2	7494353	7598887
1	7598888	7610645
1	7637194	7638276
1	7778984	7787526
1	8105171	8111871
1	8125994	8128716
2	8128717	8131907
1	8131908	8276743
3	8313475	8318146
2	8318147	8332258
1	8332259	8338734
2	8338735	8344017
1	8344018	8346096
1	8500203	8503821
1	8668859	8810827
2	8810828	8812826
1	8812827	8839226
1	8931993	8934308
1	9089163	9197218
1	9238434	9240987
2	9240988	9243827
3	9243828	9246496
4	9246497	9249999
5	9250000	9255289
6	9255290	9311804
5	9311805	9316594
4	9316595	9319246
2	9319247	9327279
1	9327280	9334994
1	9455825	9457889
2	9457890	9462279
1	9599480	9609583
1	9685183	9688694
1	9748873	9780073
1	10160657	10291452
2	10291453	10292898
5	10292899	10293127
6	10293128	10293466
7	10293467	10296089
5	10296090	10297765
7	10297766	10300532
6	10300533	10300569
5	10300570	10301002
2	10301003	10301595
1	10301596	10374376
2	10374377	10382185
1	10382186	10404834
2	10404835	10405038
3	10405039	10405067
4	10405068	10406365
3	10406366	10406534
2	10406535	10406589
1	10406590	10491479
2	10491480	10493787
1	10493788	10505140
2	10561191	10565783
1	10595781	10627397
2	10627398	10628677
4	10628678	10640183
2	10640184	10642231
3	10642232	10665088
4	10665089	10673018
3	10673019	10677006
4	10677007	10678783
3	10678784	10719452
2	10719453	10782505
1	10782506	10977733
1	11295225	11320951
1	11633148	11636149
1	12066125	12263548
1	12431530	12456054
1	12521755	12641797
2	12641798	12645770
1	12645771	12665987
2	12665988	12666628
3	12666629	12668260
2	12668261	12669218
1	12669219	12694221
2	12694222	12710992
3	12710993	12743456
4	12743457	12756839
5	12756840	12758454
6	12758455	12768449
7	12768450	12769530
9	12769531	12783335
22	12783336	12788506
24	12788507	12789485
25	12789486	12790823
24	12790824	12793127
25	12793128	12793913
27	12793914	12802739
25	12802740	12802942
24	12802943	12805682
23	12805683	12811294
24	12811295	12814712
23	12814713	12815836
24	12815837	12826586
25	12826587	12826892
26	12826893	12831823
27	12831824	12833786
28	12833787	12834674
28	12834675	12836481
28	12836482	12836482
11	12836483	12849693
10	12849694	12858350
11	12858351	12859735
12	12859736	12860136
11	12860137	12871343
10	12871344	12939391
11	12939392	12959728
12	12959729	13064452
11	13064453	13065154
10	13065155	13066950
11	13066951	13068704
10	13068705	13074207
9	13074208	13076385
10	13076386	13081669
11	13081670	13082357
12	13082358	13084888
11	13084889	13092064
10	13092065	13093154
9	13093155	13093904
8	13093905	13101083
9	13101084	13101084
10	13101085	13101307
11	13101308	13108492
10	13108493	13110502
9	13110503	13223980
8	13223981	13226051
7	13226052	13245158
8	13245159	13249633
7	13249634	13300691
6	13300692	13317494
7	13317495	13340608
6	13340609	13345301
7	13345302	13366852
6	13366853	13388472
7	13388473	13388793
6	13388794	13389683
5	13389684	13393617
6	13393618	13404462
5	13404463	13420642
6	13420643	13429748
5	13429749	13566137
6	13566138	13583802
5	13583803	13587685
4	13587686	13609313
5	13609314	13610511
4	13610512	13621822
3	13621823	13635360
4	13635361	13645075
3	13645076	13646731
4	13646732	13649227
3	13649228	13652863
2	13652864	13672043
1	13672044	13749641
1	14157047	14159050
1	14167192	14177668
2	14177669	14242954
1	14242955	14244986
1	14308680	14309424
2	14309425	14309626
3	14309627	14309658
4	14309659	14311416
3	14311417	14311525
2	14311526	14311614
1	14311615	14311765
1	14337190	14339035
1	14551787	14593525
1	15128849	15133914
1	15149071	15151882
1	15361772	15362872
1	15373466	15383248
1	15402847	15423111
1	15458200	15461345
2	15461346	15466252
1	15665011	15669394
2	15669395	15681458
1	15681459	15683807
1	15888573	15967902
1	16000067	16009069
2	16009070	16024927
3	16024928	16027693
2	16027694	16028009
1	16028010	16051775
3	16213047	16219043
5	16219044	16220998
9	16220999	16222298
10	16222299	16230671
9	16230672	16235587
10	16235588	16235847
11	16235848	16236613
12	16236614	16239139
13	16239140	16240717
14	16240718	16240910
15	16240911	16240989
14	16240990	16242801
10	16242802	16244483
9	16244484	16245710
8	16245711	16248853
9	16248854	16249417
8	16249418	16251917
7	16251918	16253168
5	16253169	16256941
4	16256942	16258925
3	16258926	16259903
2	16259904	16261897
1	16261898	16262378
1	16612540	16636919
2	16636920	16660168
3	16660169	16673253
4	16673254	16675615
5	16675616	16681280
7	16681281	16682452
8	16682453	16684182
7	16684183	16684762
6	16684763	16694144
7	16694145	16705186
8	16705187	16720592
7	16720593	16727662
8	16727663	16738730
9	16738731	16758431
10	16758432	16759149
11	16759150	16760882
13	16760883	16764274
11	16764275	16764975
12	16764976	16765079
13	16765080	16765093
12	16765094	16766616
11	16766617	16767862
12	16767863	16771827
13	16771828	16781279
14	16781280	16781676
15	16781677	16782707
14	16782708	16783341
